start	end	text
1008300	1021940	I missed a thing here.
1021940	1023340	What should we do first here?
1023340	1024340	Yeah.
1024340	1033820	Why A plus 5 to the X depends on the date that A, one of the A's to a K.
1033820	1036060	Let's cover that second part later.
1036060	1037060	But yes.
1037220	1046020	We're going to apply A plus 5 to X. So we will, following the same algorithm that we've
1046020	1055780	been using, X plus A of 7, where X is equal to A plus 5.
1055780	1060660	All right.
1060660	1063660	Now what do we do?
1064380	1067380	A is 7.
1067380	1068380	All right.
1068380	1075860	So we get X plus A, where X is equal to A plus 5, and A equals 7.
1075860	1079540	Now when we try to solve this, we can say, okay, X is equal to A plus 5.
1079540	1083140	So A plus 5, gosh.
1083140	1085660	Plus A. A is 7.
1085660	1087660	So we get 1419.
1087660	1088660	Yeah.
1088660	1098300	Yeah, so is there no scope?
1098300	1104900	This A here is, like, these guys are clearly connected.
1104900	1107500	But what's the deal with this A?
1107500	1116820	Is that A the same A as this A?
1116820	1118700	Does it need to be evaluated first?
1118700	1124780	Could we have substituted in the 7 first and then maybe avoided this whole headache?
1124780	1141340	If we solve it the alternative way, and we do lambda X dot A plus A dot 7.
1141340	1155300	If we plug in 7 first for A, and we get 7 plus X, and then we sub in our A plus 5 for
1155300	1167860	X, we get a very different answer than what we got before.
1167860	1174860	Instead of 19, which is what we got last time, this time we get 12 plus A.
1174860	1179160	Now there was a previous question about, does order matter?
1179160	1182620	So here we're seeing order made a difference.
1182620	1186100	And my answer before was that it shouldn't make a difference, except in a very specific
1186100	1187100	case.
1187100	1188700	This is not that specific case.
1188700	1191900	Something went wrong here.
1191900	1196420	What we wanted to get, what we should get, is 12 plus A.
1196420	1209300	But in the other method, going the other way, we got 19.
1209300	1213780	A couple of you have already pointed out, maybe this is a scoping issue.
1213780	1221860	Maybe it's because we somehow captured the second A in our inner A. And that's the right
1221860	1222860	intuition.
1222860	1226100	So let's play that out.
1226100	1229620	This is...
1229620	1232780	We kind of already answered that one.
1232780	1238380	So what we find is that substitution is actually a little bit more complicated than what we
1238380	1239380	thought.
1239380	1243420	It's not just that we can take a term as an argument and pass it in.
1243420	1249460	If we do that, we might end up with this case, where we're passing in A plus 5, and then
1249460	1256820	somehow it gets lost inside.
1256820	1266140	We say that in this case, the A has been captured by an inner scope.
1266140	1276080	And we'll come back to the kind of description of this and the notation in a minute.
1276080	1277660	Example to do at home.
1277660	1278660	Example to do at home.
1278860	1286860	All right.
1286860	1288580	I like this other one more.
1288580	1289580	Let's look at this one.
1289580	1294500	So one way to see this same problem is in JavaScript.
1294500	1298580	We might have a function that takes a variable X.
1298580	1308620	And as the first line of that function, we're going to print out the value A plus 5.
1308620	1317240	What is the value of A at the start of that function, when we're printing A plus 5?
1317240	1334900	What's the value of A?
1334900	1335900	Would it work?
1335900	1339940	All right.
1339940	1340940	Fair enough.
1340940	1341940	Yeah.
1341940	1346260	A is undefined at this point.
1346260	1349620	Or maybe it is defined, but, you know, it's, like, defined up...
1349620	1351260	Can you guys see my cursor?
1351260	1352260	No.
1352260	1353380	It's, like, defined up top.
1353380	1354620	So if we said...
1354620	1362620	If we had a...
1362620	1370060	If we have somewhere in an outer scope, let A equal something, then we'll use whatever
1370060	1375860	value that is.
1375860	1383420	When we then create a new function that takes a parameter A, and we log A plus X, and we're
1383420	1391100	calling that with the value A plus 5, what are all of these different values of A?
1391100	1394180	This A here, this A...
1394180	1395180	What's that A?
1395180	1396180	Yeah?
1396180	1410540	This A?
1410540	1411540	Is that the parameter?
1411540	1415860	I mean, it's, like, the argument to this function.
1415860	1418100	Yeah.
1418100	1424980	Yeah, it's the same A that we were initially doing a console log with.
1424980	1433140	It's the outer scoped A. Then we have the A as the parameter.
1433140	1435980	What's the value of that A?
1435980	1437660	I wish these had line numbers.
1437660	1439740	On line 4 from the top.
1439740	1440740	Yeah?
1440740	1443500	The outer scoped A from 5?
1443500	1444500	Yeah.
1444500	1448460	It'll be whatever the result of this expression is.
1448460	1450380	All right?
1450380	1455660	And lastly, what is this A?
1455660	1461020	Yeah.
1461020	1463020	It's the same A that we just talked about.
1463020	1469380	The one before the equal sign, which is equal to the value of this A plus 5.
1469380	1476020	So we have two different A's here, and we don't want to get them mixed up.
1476020	1479700	This inner A is a different A than the outer A.
1480020	1482380	The same goes for lambda calculus.
1482380	1491060	So this function here has its own scope, and this A is equivalent to this A, but not equivalent
1491060	1497940	to this A. This is an outer scoped A that we don't know what its value is.
1497940	1505120	This is a defined A. It's a captured A, or bound A.
1505120	1511320	So we don't want to mix them up.
1511320	1518580	Here's another way to write that same idea.
1518580	1523980	The outer function references an A that it doesn't necessarily define itself.
1523980	1525900	It's from someone else.
1525900	1534300	But then the inner function captures, or binds, the A as its parameter.
1534300	1537900	OK.
1537900	1538900	How can we fix this?
1538900	1539900	Oh, yeah?
1539900	1546780	Can't we just use subscripts and be done with it?
1546780	1547780	How?
1547780	1558820	Yeah, so give this one A1, that one A1, that one A2.
1558820	1561340	Yeah, that's a fine idea.
1561340	1565320	So what happens if we...
1565320	1571640	I wish that this were actual code instead.
1571640	1578080	So using the same A1 and A2 to reference A1 and A2.
1578080	1580080	What happens if we do this?
1580080	1582880	Is that readable?
1582880	1584520	Kind of.
1584520	1587200	That's good enough.
1587200	1591200	So rename them with subscripts.
1591200	1600200	What's gonna happen?
1600240	1602240	Does it solve our problem?
1602240	1610800	Yeah, in fact, A2 is not defined at all.
1610800	1617640	We defined A outside, but A2 nobody's talking about.
1617640	1619260	That's definitely undefined.
1619260	1627920	So we will still run into a different problem when we rename this A to be A2.
1627920	1629160	We've done something illegal.
1629160	1633880	We've changed the name of a variable we don't control.
1633880	1639000	It's definitely fine to call this one A1, because we control that variable.
1639000	1642720	We control all the scoped references of it.
1642720	1644880	This one we don't control.
1644880	1650220	We can't change the name of.
1650220	1651220	Which is...
1651220	1656160	It leads perfectly into how we will fix this problem.
1656160	1660920	So what we're gonna do is we're going to rename our variables.
1660920	1665480	But we have to have a rule about which variables we're allowed to rename.
1665480	1669440	Because we don't want to end up in the situation where we rename a variable that we didn't
1669440	1677000	control and now we can't reference the variable that we wanted to reference.
1677000	1679800	So if we have...
1679800	1685880	This is the same problem that I was showing with JavaScript, but it's just in Haskell
1685880	1687440	instead.
1687440	1688440	Which we haven't covered yet.
1688440	1696600	But the idea is the same, where we say X is equal to A plus 5, and A is 7 in X plus A.
1696600	1701880	So we can do a renaming, a dumb renaming.
1701880	1704760	Or a renaming and then the dumb substitution.
1704760	1705760	Where we say...
1705760	1706760	Okay.
1706760	1708560	This A, we control.
1708560	1715720	We can change that A without changing the outer A.
1715720	1721640	And then once we do the substitution, we get the expected result.
1721640	1728620	All right.
1728620	1734320	So I'm arguing this will work so long as we know what variables we can and which variables
1734320	1739600	we cannot rename.
1739600	1742280	The reason we're going to be doing it this way...
1742440	1743600	Or I guess...
1743600	1746880	What are we exactly doing?
1746880	1754880	First of all, we're talking about a variable being bound if the parameter is within the
1754880	1756480	scope.
1756480	1764240	So when we talk about this A here, this A is bound to this A parameter.
1764240	1774720	This X is bound to this X parameter.
1774720	1779760	Can we always rename bound variables?
1779760	1783280	Yes?
1783280	1786960	No?
1786960	1790960	No?
1790960	1797080	Like ten people voted.
1797080	1806480	Think about JavaScript.
1806480	1812320	Can we always rename X in this function?
1812320	1817360	Or always rename A1 in the other function?
1817360	1819360	Yes?
1819360	1821360	No?
1821360	1822700	Yes!
1822700	1823700	We wrote the code.
1823700	1824880	We get to decide.
1824880	1826700	The parameter name is up to us.
1826700	1829880	So we totally can.
1829880	1831200	These are just placeholders.
1831200	1836480	It's a parameter name.
1836480	1842880	So we specifically say that they are equivalent by an alpha rename.
1842880	1844440	The character is very small there.
1844440	1854120	That is the Greek alpha symbol.
1854120	1864080	So we can rename lambdaX.X plus Y to lambdaZ.Z plus Y.
1864080	1869800	And what we've already started to get at is can we rename everything?
1869800	1873520	We've seen this in JavaScript that we couldn't.
1873520	1876100	So what can't we rename?
1876100	1883120	Can we rename the Y in lambdaX.X plus Y?
1883120	1885760	No.
1885760	1888360	We don't know what it's going to be.
1888360	1895320	Somebody else defined it, and we are just using that value.
1895320	1900360	And what I'm trying to get at here is that you can change the name of your parameters
1900360	1902280	and arguments.
1902280	1913680	You can't change the name of variables in the outer scope.
1913680	1917800	Any questions on this renaming idea?
1917800	1919240	Yeah?
1919240	1941160	Why do we only have access to part of the codebase?
1941160	1943400	Why can't we change the outer A?
1943400	1944400	Yeah?
1944400	1966700	Yeah, so if it's something that's, like, beyond the code, kind of, it's just the string literal
1966700	1969760	that we need to use there, I think that's a fair reason.
1969760	1971520	Why else?
1971520	1974320	Why else might we not have full control?
1974320	1984400	Yeah, definitely.
1984400	1991880	So if we were to be using any external library, any external API or other code, we don't necessarily
1991880	1994400	control that.
1994400	2005880	How many of you have created a file called, like, time.py or math.py in your projects?
2005880	2007120	I feel like that's...
2007120	2011800	I did that when I was, like, first learning how to code and got an error for, like, half
2011800	2017720	an hour trying to figure out what's going on, and it's just because you've overwritten
2017720	2020400	the default library for time.
2020400	2023920	And so Python gets confused, because there's this name conflict.
2023920	2027400	You used time when they've already defined it.
2027400	2030440	It's the same exact fundamental problem.
2030440	2036200	So we operate and write code in very complicated systems.
2036200	2040960	Whether it's an interpreter or just a large codebase that you don't necessarily get to
2040960	2043000	control everything.
2043000	2045220	So this definitely happens.
2045220	2050960	Where you, like, can't control all of your environment.
2050960	2053620	Yeah.
2053620	2056540	Any other questions on renaming?
2056540	2059820	All right.
2059820	2066340	We're gonna get a bit more formal, then.
2066340	2068200	We've covered informal substitution.
2068200	2072100	We have an idea about, okay, we can, like, substitute these things so long as we rename
2072100	2074620	some of them sometimes.
2074620	2077300	Let's do it in a more formal way.
2077300	2080620	So first of all, what is a free variable?
2080620	2083580	We've talked about bound variables.
2083580	2086020	A variable is not bound.
2086020	2087820	Then it is free.
2087820	2091500	So any nonbound variable is a free variable.
2091500	2094980	We had this expression, lambdaX.X plus Y.
2094980	2096820	X was bound.
2096820	2099660	Y is free.
2099660	2119840	I answered the next question there for you.
2119840	2124020	Let's try and solve for these two equations, though.
2124020	2130860	So we want to be able to algorithmically find what are the free variables of an expression.
2130860	2136620	The free variables of the expression X are X.
2136620	2143220	If all that we have is the variable X, we have just, like, nobody's told us anything
2143220	2144220	about it.
2144220	2147680	It is free.
2147680	2169700	What about the free variables of lambdaX.E. Yeah?
2169700	2173680	Is it empty?
2173680	2174680	That's one idea.
2174680	2175680	Yeah?
2175680	2177920	Every variable except for X.
2177920	2179680	Every variable except X.
2179680	2187640	So the, like, all� what would even every variable look like?
2187640	2190600	Something like that minus X.
2190600	2200600	The set of all variables minus X. Yeah?
2200600	2208920	The free variables of E minus X. Okay?
2208920	2211040	Any other candidates?
2211040	2213480	Yeah?
2213480	2219840	Just E. E here is an expression.
2219840	2220840	Not a variable.
2220840	2222080	Just to be clear.
2222080	2224940	But we can leave it up.
2224940	2230320	So the expression E. Any other candidates?
2230320	2237360	So, okay.
2237360	2242200	Let's think about all of these.
2242200	2246520	If we have an expression, we can just choose an expression.
2246520	2253080	So let's use the expression X plus Y. E equals X plus Y.
2253080	2255480	That's been our running example.
2255480	2268040	Are the free variables of lambdaX.X plus Y, is that the empty set?
2268040	2271480	No.
2271480	2275120	We've said that Y is free.
2275120	2283200	So we know Y is free, which means the free variables of this expression can't be empty.
2283200	2285240	So we can't do that one.
2285240	2291360	What about the set of all variables minus the free variable� or minus X?
2291360	2292640	We've captured X.
2292640	2293640	No.
2293640	2294640	Oh, wait.
2294640	2298640	We're looking at�
2298640	2306080	That's okay?
2306080	2308120	Any ideas on this one?
2308120	2314480	No, because E might have bound variables.
2314480	2317080	E might have bound variables.
2317080	2319480	What if we have a different E?
2319480	2335200	We could use lambdaZ.Z plus A. Here, Z is bound.
2335200	2339420	A is free.
2339420	2355200	So when we have the free variables of lambdaX.lambdaZ.Z plus A, it's not actually all variables minus
2355200	2356580	X.
2356580	2357860	We've also captured Z.
2357860	2358860	Yeah?
2358860	2375300	Yeah, so Z is bound in here, but it's not bound out here.
2375300	2377580	Oh, that's fair.
2377580	2378820	Yeah?
2378820	2391380	Z, in the context of this whole function, is still free, if it exists.
2391380	2403820	So this one doesn't actually disprove all variables minus X.
2403820	2407400	Trying to think what a good example would be.
2407400	2416320	I think that there actually might not be a great way of showing that this is not true.
2416320	2422440	What we can look at is then comparing it with this next one.
2422440	2427880	The free variables of E minus X.
2427880	2430800	So here, what we would see is...
2430800	2437720	I'm too low on this, aren't I?
2437720	2443440	What would be an expression that could show that the free variables of E minus X does
2443440	2446440	or does not work?
2446440	2448440	Yeah?
2448440	2450440	Wait.
2450440	2452440	No.
2452440	2454440	Sure.
2454960	2469800	So if we say E is equal to X plus Y, and we look at the free variables of E, this would
2469800	2477160	be equal to the set of X and Y.
2477160	2485120	When we then subtract out X, we will be left with the set Y, which is what we are looking
2485120	2486840	for.
2486840	2493300	So this is the answer I have on my slides.
2493300	2500320	I think this is also somewhat reasonable.
2500320	2504080	The only thing is they aren't, like, defined there.
2504080	2507680	Like, Z is not defined in X plus Y.
2507680	2509900	Or it's not used in X plus Y.
2509900	2511880	That doesn't mean it's not free in X plus Y.
2511880	2518720	That one's thrown me for a bit of a loop.
2518720	2526080	But the simplest set to represent the free variables of lambdaX.E are the free variables
2526080	2530440	of E minus the variable X.
2530440	2549880	That we capture the X from within E. Yeah?
2549880	2558860	So if we have E is X plus Y, the free variables of E, following� actually, I guess we kind
2558860	2559860	of need this one.
2559860	2567480	But following this, we can say that X and Y are both free.
2567480	2572480	Inside of E.
2572480	2576520	So X is only captured as we move out.
2576520	2578520	Exactly.
2578520	2580520	Yeah.
2580520	2588960	So then we work inwards, out.
2588960	2593980	You start at the inside and kind of grow out to your expression.
2593980	2598480	Find what's free and what's not.
2598480	2601720	All right.
2601720	2625240	Doing this last one for application.
2625240	2629640	What are the free variables of E1 applied to E2?
2629640	2635120	Let's give ourselves some examples to see what it should be.
2635120	2641940	We could have lambdaX, X plus Y, and Z, for example.
2641940	2646000	So E1 is lambdaX, X plus Y, E2 is Z.
2646000	2650400	The free variables of E1 are what?
2650400	2653360	Y.
2653360	2658600	So we have FV of E1 equals Y.
2658720	2663520	What are the free variables of E2?
2663520	2674960	Z.
2674960	2680640	And what would we expect to be the free variables of the full expression?
2680640	2682640	Yeah.
2682640	2694120	Yeah, we would think they would be Y and Z.
2694120	2701200	That in this whole part, we don't know what Z is or what Y is.
2701200	2710840	So we have the free variables is equal to, well, here, it's equal to Y, Z, which means
2710840	2720720	if we write it out, that it's equal to the free variables of E1 union free variables
2720720	2728720	of E2.
2729120	2734920	Yeah.
2734920	2755400	Oh, oh, yeah, yeah.
2755400	2756400	Yeah.
2756400	2780200	What are the
2780200	2792480	free variables of this full expression?
2792480	2796580	X and Y.
2796580	2800280	We have this as our equation.
2800280	2803700	It's the union of the two sets.
2803700	2806120	Here we have Y, here we have X.
2806120	2812960	Even though X is bound over here, in the overall expression, X is still free.
2812960	2817160	And that's what's going to end up causing us trouble when we try and do substitution,
2817160	2831080	if we don't do some sort of subscript to say this one's X1.
2831080	2832080	Other questions?
2832080	2833080	Right.
2833080	2834080	That's right.
2834080	2847440	So here, this X and this X are the same.
2847440	2852040	This X is different.
2852040	2860160	Because it's free, yeah.
2860160	2866540	All right.
2866540	2872660	So the last bit of formal stuff that we do here is how can we actually define capture
2872660	2874740	avoiding substitution?
2874740	2883240	That is to say we don't run into our problem with the solution being 19 from earlier.
2883240	2889500	What is the value of X where X is equal to E?
2889500	2892940	Think of yourself as a computer trying to solve these.
2892940	2897140	Or we have to come up with the rules so that a computer could solve these.
2897140	2900300	What's the value of X where X is equal to E?
2900300	2903240	E. I like it.
2903240	2906280	We just replace X with E. That's totally fine.
2906280	2912680	What's the value of Y where X is equal to E?
2912680	2915520	Y if what?
2915520	2917400	Right.
2917400	2921000	It will remain Y so long as Y is not X.
2921000	2924640	If Y were X, then we would use rule one.
2924640	2926320	All right.
2926320	2944280	What about E1 applied to E2 where X is equal to E?
2944280	2969120	Think recursively.
2969120	2997320	We can also do one on the board just to kind of see what happens.
2997320	3009440	So, this is E1 applied to E2 where X is equal to 3.
3009440	3015640	How would we simplify this expression?
3015640	3031200	Yeah, go for it.
3031200	3032200	Is it already simplified?
3032200	3033200	No.
3033200	3037080	No, there's more we can do.
3037080	3040080	I want to substitute in this value of X.
3040080	3044280	How do I do that?
3044280	3047480	Our current two rules, by the way, are just those.
3047480	3048480	Yeah?
3048480	3053920	Is it X where Y equals X?
3053920	3054920	X where Y equals X.
3054920	3055920	Ah!
3055920	3059480	So, you're, like, doing the substitution.
3059480	3062880	So we could, like, kind of continue evaluating.
3062880	3067380	But what I want to do, actually, is just clear up our state.
3067380	3070240	Give all of our Xs the value 3.
3070240	3072300	That's our goal right now.
3072300	3086800	How can we do that?
3086800	3090920	Would it help if you talked to the person next to you?
3090920	3091920	Give it 30 seconds.
3091920	3092960	What can we do here?
3121920	3146940	Okay.
3146940	3149920	What's the, again, algorithmic.
3149920	3155160	Like what your computer is going to do when trying to take the next step here to simplify
3155160	3156160	the state.
3156160	3157160	Yeah.
3157160	3162080	All the way in the back.
3162080	3163080	I'm sorry.
3163080	3166400	What was that?
3166400	3168720	Distribute the definition to each expression.
3168720	3170040	This is the definition?
3170040	3171040	Yeah.
3171040	3178320	So we can say that this is equal to lambda Y dot X, where X is equal to three, applied
3178320	3186360	to lambda Z dot X plus Z, where X is equal to three.
3186360	3190480	We're telling each expression that X is equal to three.
3190480	3195200	Then if we wanted to continue, we can, you know, keep substituting, blah, blah, blah.
3195200	3202320	But we need to be able to actually give X in each of those two contexts the value three.
3202320	3203320	Yeah.
3203320	3210320	I'm a little confused, because I thought we could only substitute bounds, or, like, the
3210320	3217280	bounds are the same, so why are we assigning them to that?
3217280	3218280	Yeah.
3218280	3219280	Let me do that.
3219280	3220280	Yeah.
3220280	3222920	So are these free or bound?
3222920	3232120	Is X free or bound in this expression?
3232120	3233120	Free?
3233280	3234280	Bound?
3235840	3239120	It is actually free.
3239120	3245600	If we look at the free variables of this expression, we would say X is free, X is free, the union
3245600	3248640	of X and X is X.
3248640	3251880	How would we have gotten to a state like this, though?
3251880	3258040	Maybe it's bound in a larger function?
3258040	3262000	It's bound in a larger function, where we've given it value.
3262000	3272400	It's like if we go back to our JavaScript, and we have that outer let A equal.
3272400	3275080	And we've said A is equal to three.
3275080	3279000	Then we know exactly what to do with A. We can substitute it with three.
3279000	3281000	So same thing's happening here.
3281000	3288120	And one way, if we kind of, like, backstep here, we could pretend that there was a lambda
3288120	3295960	X three, right before this step, that we've now substituted in that three for X, and so
3295960	3301720	now we have this state, X equals three.
3301720	3308640	This step here is very similar to what's called an eta reduction, or an eta conversion.
3308640	3310440	But we'll cover that later.
3310440	3311440	Yeah?
3311440	3315720	So we can't bound it into only free variables?
3315720	3317800	We can substitute only free variables.
3318000	3320320	Yeah, so that's right.
3320320	3327480	If we had, let's see, what can I do here?
3327480	3335600	X plus lambda X dot X plus two, it doesn't make any sense anymore, because we're adding
3335600	3337040	a function.
3337040	3341200	But this X here is bound to this X.
3341400	3348800	That means when we substitute X equals three, we don't want to replace this inner X with
3348800	3351000	the value three.
3351000	3353160	Because it's tied to a different parameter.
