start	end	text
2178440	2180680	So there's a bit more complexity hidden behind there.
2180680	2184020	But we can think of it as an error check.
2184020	2187600	We're checking to validate, is this thing OK to do?
2188520	2189020	Yeah?
2193980	2194480	Yeah?
2194480	2198440	What's a HashMap?
2198440	2199320	It's a dictionary.
2199320	2200940	HashMap, whatever you want to call it.
2204120	2207480	Consider that we're on a distributed cloud.
2207480	2211760	It's one of the actual main purposes of smart contracts.
2211760	2213080	Yeah?
2213080	2216320	Does that do something with atomic operations
2216320	2217760	in parallel?
2217760	2218280	Sure.
2219040	2222800	So what does that mean?
2222800	2224400	What part of this is not atomic?
2224400	2227100	What part of it would you want to be atomic?
2227100	2227600	Yeah?
2248480	2250120	Or something?
2250120	2255480	That is exactly what these guys exploited.
2255480	2259040	If we have multiple of these processes running
2259040	2264160	at the same time, and they check that they're
2264160	2268160	valid all at the same time, before we
2268160	2272240	have set our actual value to zero,
2272240	2276480	then they will all say, you have 5 ETH in your bank.
2276480	2281080	Then when we withdraw 5 ETH from five different processes
2281080	2284440	running the same thing, you get 25 ETH.
2284440	2287920	While at the end, you're only ever set down to zero.
2287920	2293040	You can't have negative 20 ETH in your account.
2293040	2299740	So because these are not atomic in this check withdraw set,
2299740	2302640	we're running into this concurrency problem
2302640	2305880	where the attackers were able to literally withdraw
2305880	2307040	$150 million.
2312040	2313600	So what's going wrong?
2313600	2316920	Once again, we have this implied invariant
2316920	2320880	that at all times, the balance for a user
2320880	2326140	matches the actual money that they are owed.
2326140	2330760	And we're trying to approximate that by saying, if no error,
2330760	2333200	throw, and then withdraw.
2333200	2337480	But because that's not atomic, we don't actually
2337480	2341160	have that invariant for the two lines of code
2341160	2342120	that it really matters.
2346200	2349360	So just like in the MyList example,
2349360	2353900	we are temporarily invalidating our invariant
2353900	2355960	while our function is running.
2355960	2359520	Once we've finished running, our invariant's back and restored,
2359520	2362760	and we're fine, unless somebody was able to exploit it
2362760	2363720	in the meantime.
2372480	2378280	So atomic to the rescue?
2383280	2386620	Can we just wrap all of our code in mutexes
2386620	2393100	and basically check, lock this piece, unlock this piece?
2393100	2394820	The idea here would be to take learnings
2394820	2396700	from databases or operating systems
2396700	2399660	where we do this all the time.
2399660	2403740	And maybe atomic actions will fix this.
2403740	2406460	But not quite.
2406460	2411460	So Uber published a lengthy blog post
2411460	2413420	roughly talking about all of this.
2413420	2415460	Uber does a ton of their development
2415460	2420280	in the language Golang, which is very similar to C,
2420280	2424900	but has a lot better guarantees, generally.
2424900	2427780	And what we're doing here is we want to take,
2427780	2430460	we can think of it very similar.
2430460	2432180	The square brackets are lists.
2432180	2434980	Effectively, they're called slices in Go.
2434980	2435580	No big deal.
2435580	2437220	They're basically just lists.
2437220	2439160	So we have a list of strings.
2439160	2441900	And then we have a safe append function.
2441900	2446100	And that function is going to lock our,
2446100	2451860	set our locks so that we can update the my results slice,
2451860	2454540	which is technically, or it's technically a slice,
2454540	2455980	but it looks like a list.
2455980	2462700	So we're only going to write to our list with the lock.
2462700	2465660	And then we can set up multiple threads.
2465660	2467540	One of the amazing things about Go
2467540	2470800	is that you can just say Go function,
2470800	2472560	and then it will spin up a thread
2472560	2476280	to run that function for you asynchronously.
2476280	2482320	So we can set 10 threads going all at once to take our string
2482320	2489680	and split it up and append it to our list of strings.
2489680	2492840	But what's going to go wrong is that even though we only
2492840	2496640	can write one at a time to safe atomic,
2496640	2500120	we can read concurrently.
2500120	2504040	And so we might be halfway through a write
2504040	2506000	and then start reading.
2506000	2508800	And because we've only written half of the content,
2508800	2511800	we might not have copied the correct length,
2511800	2515040	or we might not have grabbed the entire list.
2515040	2518120	Any number of things could go wrong.
2518120	2521920	So when we do the read right here,
2521920	2527840	and we request my results, this is undetermined.
2527840	2532160	It could be any value within reason.
2535480	2538360	So maybe what we could do is we could wrap literally everything
2538360	2542000	in mutexes, but now we're in single-threaded land,
2542000	2545760	and that kind of sucks for its own reasons.
2545760	2547560	Nobody wants to write single-threaded code.
2547560	2552120	It's super slow, especially with the death of Moore's law.
2552120	2557200	So the shared issue here, we have
2557200	2563600	this idea of invariance being violated repeatedly
2563600	2567480	to multiple aliased references.
2567480	2570960	Aliasing means we have multiple references to the same memory.
2570960	2573960	Here, we have multiple references of my results
2573960	2575520	up here and in the append.
2575520	2582440	In this place, we have multiple references
2582440	2589520	to the actual balances feature that stores our information.
2589520	2594560	And the last one, we have multiple references
2594560	2600040	to our length, or to our array, which has the length variable.
2600040	2604800	So we have aliases of the same important memory.
2604800	2605800	Question?
2605800	2607800	Yeah, this might not be relevant,
2607800	2612780	but regarding the mutex and any distributed system,
2612780	2615280	how does a mutex work with something
2615280	2619720	that's like a blockchain distributed system?
2619720	2621280	Oh, it certainly wouldn't.
2621280	2623760	So you can't do, like, mutexes as far as possible
2623760	2624960	to contribute it?
2624960	2632920	So mutex needs to operate at the underlying level for it to work.
2632920	2637240	You need to have some sort of supervisor saying,
2637240	2640160	lock this thing, and then unlock this thing.
2640160	2643000	And if you don't have something like that, it's not going to work.
2643000	2645880	If you could build that into your chain,
2645880	2647920	you could make something like it work.
2647920	2650480	But by default in ETH, you'd probably
2650480	2651840	have some trouble with that.
2659720	2661840	All right, lots of things.
2661840	2668880	All right, so our invariants have been violated by multiple.
2668880	2670640	Did I say inviolated?
2670640	2675440	Invariants are violated by multiple aliased references.
2675440	2679480	An alias is when we have multiple references to the same memory.
2685000	2687560	Let's try and fix that.
2687560	2690840	So to the original title of the blog post,
2690840	2696160	solving the next or fixing the next 10,000 aliasing bugs,
2696160	2697040	or whatever it was.
2699680	2702560	The author makes the point that this is not new.
2702560	2705880	Tony Hoare gave a presentation about 10 years ago
2705880	2709080	called Null References, the Billion Dollar Mistake,
2709080	2711720	where he talks about, in ALGOL, the language
2711720	2713880	that he developed in the 60s, he included
2713880	2716420	the idea of a null reference.
2716420	2718680	And every other language since then
2718680	2721400	has said, null is a good idea.
2721400	2723680	Let's also have null.
2723680	2728040	But how many bugs come up because of null?
2728040	2730360	Maybe a billion dollars worth of bugs.
2730360	2731000	Maybe more.
2731000	2733960	Maybe it's even crazier.
2733960	2736600	So over the last 20 years, people
2736600	2740560	have started saying, how can we fix null pointers?
2740560	2745920	The issue fundamentally is that every variable can be null.
2745920	2748280	Developers then have what options?
2748280	2751480	What can a developer do to handle null?
2751480	2753440	You're writing C code.
2753440	2756360	What do you do when you're worried
2756360	2757760	about this sort of stuff?
2757760	2760400	Yeah.
2760400	2761860	Put if statements everywhere.
2761860	2763200	That is the first one.
2763200	2763840	Excellent.
2763840	2765000	Good order.
2765000	2769600	We can always do a null check and say, if the thing is null,
2769600	2770120	do this.
2770120	2772600	Otherwise, do whatever else.
2772600	2775360	What else can we do?
2775360	2777440	Yeah.
2777440	2781000	We can use union types in C.
2781000	2782960	OK, I haven't used union types in C.
2782960	2786040	In other languages, definitely.
2786040	2788160	And that's what I will talk about on the next slide.
2791080	2791880	What else can we do?
2791880	2792380	Yeah.
2792380	2794440	Exception handling.
2794440	2797680	C doesn't have exceptions.
2797680	2799200	Right?
2799200	2799700	Am I wrong?
2799700	2800960	New versions of C might.
2800960	2802880	I don't think C has exceptions.
2802880	2805680	But in other languages, we have exception handling.
2805680	2807360	We can capture null pointers.
2807360	2807860	Sure.
2813160	2819760	We can also just be very careful and try not to mess up.
2819760	2823080	And I would say the last option is segfile.
2827440	2831340	But these are antiquated ideas.
2831340	2833840	You should not have to do any one of these.
2833840	2835600	You shouldn't have to do null checks.
2835600	2837320	You shouldn't have to be very careful.
2837320	2839480	And you shouldn't be segfaulting.
2839480	2841280	And instead, what we should do is
2841280	2843360	we should fix it at the language level
2843360	2847640	with things like union types, which I guess are in C,
2847640	2850000	but are only more recently in C for sure.
2853040	2854160	Either way.
2854160	2856880	But a ton of other languages have this idea
2856880	2862040	that things, you can tag them as either being never null
2862040	2865200	or possibly null.
2865200	2866880	So you have something like TypeScript,
2866880	2868640	where you put this little question mark
2868640	2870360	after your variable name.
2870360	2873400	And what you're saying there is, this thing is a number, maybe.
2873400	2875040	It also might be null.
2875040	2878720	And whenever you use it, you should check to see is it null.
2878720	2880640	But if it doesn't have a question mark,
2880640	2885680	the name property is never null.
2885680	2887680	And you never have to worry that that thing
2887680	2891180	might be uninitialized.
2891180	2892760	So a bunch of languages are doing this.
2892760	2893560	TypeScript does it.
2893560	2896000	You can do front-end or back-end dev with that.
2896000	2896920	Rust does it.
2896920	2898440	You can do systems dev with that.
2898440	2899160	Swift does it.
2899160	2901120	You can write iOS apps with that.
2901120	2902240	Kotlin does it.
2902240	2903760	I don't know if anybody uses Kotlin.
2906360	2908280	So that's null pointers that have been
2908280	2910200	addressed at the compiler level.
2910200	2913100	These languages now solve this problem for you.
2913100	2917140	When you accidentally use a possibly null value
2917140	2920080	and don't check if it's null, the compiler
2920080	2922160	will tell you that's an error.
2922160	2922680	Don't do that.
2926160	2928160	Can we treat aliasing the same way?
2928160	2928660	Oh, yeah.
2928660	2929160	Yeah.
2929160	2936040	So in SQL, I think they have something like some.
2936040	2939080	Oh, SQL's a nightmare with null.
2939080	2941480	Yeah, but no, it's interesting.
