start	end	text
946200	949200	So we can assume Y is not equal to X.
949200	953200	Y is a different variable than X.
953200	978200	What do we want to do now?
979200	982200	Yeah, go for it.
982200	983200	Drop the state.
983200	985200	Well, not necessarily.
985200	987200	What if E1 uses X?
987200	993200	So I think let's actually take a second and look at what this would look like in JavaScript.
993200	999200	You can turn this guy around.
1000200	1010200	If I have a function that returns Y plus X, so there's a function in JavaScript.
1010200	1011200	It takes in a parameter Y.
1011200	1015200	It returns Y plus X.
1015200	1026200	What if I have the state let X equal 3?
1026200	1045200	What do I do to simplify my function here?
1045200	1051200	Go for it.
1051200	1054200	We can apply the state recursively to the expression.
1054200	1057200	I love that answer for this generic thing.
1057200	1060200	Yeah, yeah.
1060200	1062200	So that is exactly how I would phrase it.
1062200	1064200	I agree.
1064200	1072200	In this example, what does that look like?
1072200	1075200	Yeah.
1075200	1078200	We can replace the X in our function with 3.
1079200	1085200	So we can simplify our function to be this.
1085200	1094200	Because we know the value of X, and we're using that variable X.
1094200	1119200	So I want to argue that this example here is going to be identical to lambda Y dot Y plus X, where X is equal to 3.
1119200	1122200	Here, what I have is a function that takes a parameter Y.
1122200	1124200	It returns Y plus X.
1124200	1130200	And I have some state that is telling me that X is equal to 3.
1130200	1139200	This expression is equivalent to the JavaScript expression that I just showed you.
1139200	1148200	So what we want to do is we have lambda Y dot E1, where E1 is Y plus X.
1149200	1157200	And we have some state that X is equal to E2, where E2 is 3.
1157200	1168200	Our goal is to get to lambda Y dot Y plus 3.
1168200	1183200	And the way we do that is, as your classmate said, we recursively apply our substitution of X is equal to E2 inside of E1.
1183200	1192200	So what that looks like is that we have lambda Y dot E1 with no parentheses, where X is equal to E2.
1192200	1196200	So long as Y is not equal to X, which we already covered.
1196200	1212200	And so long as Y is not in the free variables of E2.
1212200	1216200	That's a confusing line of math code.
1216200	1221200	And it might take multiple times staring at it to figure it out.
1221200	1222200	And that's OK.
1222200	1230200	That's expected.
1230200	1233200	Questions on it at this point?
1233200	1234200	Yeah?
1235200	1245200	Well, because if Y is equal to X, we have a different rule for that, where we say just drop the state entirely.
1245200	1248200	So we have that part covered somewhere else.
1248200	1250200	Yeah?
1250200	1253200	Other questions?
1253200	1268200	Well, no, because if Y is equal to X, then we have that.
1268200	1275200	So you would just, it's kind of like a, consider it like a case statement, where you're matching on these patterns.
1275200	1276200	If it's this, do that.
1276200	1277200	If it's this, do that.
1277200	1278200	If it's this, do that.
1278200	1284200	So maybe you could say this is redundant, because we've previously checked that Y is not equal to X.
1284200	1301200	That's not too important to us.
1301200	1308200	Yeah, so why don't we have this same check for this second-to-last expression?
1308200	1311200	The reason is because we're entirely dropping the state.
1311200	1317200	So we're never going to accidentally capture by substituting in E2.
1317200	1319200	E2 is just kind of erased.
1319200	1322200	Or E, in this case, is just erased.
1322200	1324200	Yeah?
1324200	1329200	Yeah?
1329200	1330200	Ah, no, these are rules.
1330200	1332200	Yes, yeah, good question.
1332200	1335200	These are rules, not examples.
1335200	1348200	This is the entire rule description of how we do substitution in lambda calculus.
1348200	1350200	If it was or wasn't?
1350200	1351200	If it was, yeah.
1351200	1362200	So what if X is equal to, let's say, 3 plus Y?
1362200	1370200	So now we have a complicated expression for X.
1371200	1378200	If we perform the substitution without caring about the fact that, well, actually, first,
1378200	1383200	is this Y free or is it bound?
1383200	1384200	This is a free Y.
1384200	1388200	This is a different Y than this Y.
1388200	1390200	These two are the same Y.
1390200	1391200	That's a different Y.
1391200	1392200	This is a free Y.
1392200	1395200	These are bound.
1395200	1402200	So if we do our substitution without checking the free variables, then what we would get
1402200	1410200	is we would get Y plus X, where X is 3 plus Y.
1410200	1418200	And now when we look at this expression, which of these Y's is free?
1418200	1419200	None of them.
1419200	1420200	They're all bound.
1420200	1423200	Or they're both bound to this Y.
1423200	1427200	We've lost that free variable.
1427200	1430200	And you can see this in JavaScript as well.
1436200	1445200	If we said that X is equal to Y plus 3, this Y here is different than this Y, very clearly.
1445200	1450200	We would have to have said somewhere else, let Y equal 7 or whatever we want.
1450200	1458200	But if we tried to do the substitution that we did here and we said that it's instead equal to Y plus 3,
1458200	1462200	now we've run into that same problem that we saw with lambda calculus.
1462200	1467200	This Y is the same as this Y, even though it wasn't the same previously.
1472200	1475200	So that's why we do this check.
1475200	1480200	If we didn't, we would capture variables around us.
1484200	1485200	Yeah, question.
1499200	1503200	Yeah, no, we don't need to because it's being overwritten.
1503200	1509200	So it's kind of what we can show this example as well with JavaScript,
1509200	1513200	where we can say, let Y equal 3.
1513200	1519200	And now we have a function with the parameter name Y goes to Y plus X.
1519200	1526200	Inside of this function expression, we don't care that Y was previously equal to 3.
1526200	1529200	We have shadowed that with our parameter name.
1530200	1537200	So we get to ignore this previous state when we are evaluating this expression.
1539200	1542200	That's what the second to last one is saying.
1542200	1543200	Yeah.
1549200	1552200	Does this make things more clear, seeing it with JavaScript?
1552200	1554200	Is this a...
1554200	1555200	OK, I'm seeing a lot of nods.
1555200	1557200	That's good.
1557200	1562200	Because I felt like Wednesday's lecture wasn't quite getting there.
1562200	1565200	So, all right.
1565200	1568200	At this point, we've covered the basics of LambdaCalc.
1568200	1570200	That's everything.
1570200	1571200	We have free variables.
1571200	1573200	We have substitution.
1573200	1574200	Great.
1574200	1575200	Now, what can we do with it?
1575200	1579200	Why did I spend two and a half lectures talking about all of this?
1581200	1584200	Well, I guess, so first of all, the kind of specifics,
1584200	1587200	we have the ability to do alpha renaming.
1587200	1590200	Beta reduction is what we just defined.
1590200	1593200	And then we have this last one, eta conversion,
1593200	1596200	which is definitely the kind of like weird one.
1599200	1604200	The way I think of it is, once again, with JavaScript,
1606200	1611200	that if we have a function that takes in a variable X
1611200	1614200	and it calls f of X,
1616200	1619200	so if I have a function that looks like this,
1619200	1622200	why didn't I just use f?
1626200	1630200	Because all that I did was create a wrapper around my function f
1630200	1633200	that took one parameter and passed it right into f.
1633200	1637200	And I could have instead just used f.
1637200	1640200	These are equivalent.
1640200	1643200	That's exactly what the eta conversion is saying.
1643200	1650200	That if we have a function that takes a single parameter
1650200	1653200	and it has some complicated expression,
1653200	1656200	but all that's happening is it takes in one parameter
1656200	1659200	and passes it along to that expression,
1659200	1665200	we can simplify that to the expression itself.
1666200	1671200	This is not a huge thing to worry about.
1671200	1676200	It's minorly convenient in some cases.
1676200	1679200	So if it doesn't make full sense, that's fine.
1679200	1683200	I would recommend just trying to play around with it a little bit,
1683200	1686200	and that'll probably help.
1686200	1689200	Okay.
1689200	1692200	We did this example forever ago.
1692200	1694200	Well, we can...
1694200	1696200	Yeah, we can look at it again.
1696200	1698200	So when we did this example before,
1698200	1703200	what we found was that the A in the A plus 5
1703200	1706200	went in for the X,
1706200	1708200	and then we got into this problem
1708200	1715200	where the A outside that's free was captured by the A inside.
1715200	1719200	So what should we have done?
1723200	1725200	What's our first step?
1725200	1728200	Who knows?
1728200	1731200	I heard it from someone.
1731200	1733200	Raise your hand.
1733200	1734200	Who was it?
1734200	1736200	Yeah.
1736200	1738200	We'll do an alpha rename.
1738200	1741200	Yeah, an alpha rename of what?
1741200	1743200	Exactly.
1743200	1745200	We'll do an inner A,
1745200	1747200	and we'll name it something else.
1747200	1749200	In this case, I've called it B.
1749200	1753200	So we just rename that inner A to be a B.
1753200	1756200	Then we can do our substitution like normal,
1756200	1760200	and we can pass in A plus 5 for X,
1760200	1763200	and we can continue to beta substitute with the 7,
1763200	1770200	and we'll end up with A plus 12.
1770200	1777200	So that's what we should have done earlier.
1777200	1778200	Okay.
1778200	1781200	There's some more for the ones that,
1781200	1785200	if you want to do them at home, feel free to.
1785200	1790200	But that covers formal substitution,
1790200	1793200	which leaves us with the fun part of LambdaCalc,
1793200	1796200	why we actually talk about it.
1796200	1798200	Well, one of the reasons that we actually talk about it
1798200	1803200	is that we can use it to show off language paradigms.
1803200	1816200	For example, evaluation order.
1816200	1821200	This is a question for you guys.
1821200	1836200	What should we reduce first in this expression?
1836200	1839200	Yeah.
1839200	1841200	What's that?
1841200	1842200	The inner term.
1842200	1843200	A.
1843200	1845200	Who votes for A?
1845200	1849200	Who votes for B?
1850200	1852200	Like, mostly you guys didn't vote.
1852200	1857200	It was like a lot of left-hand side voted for A.
1857200	1859200	What's the reason?
1859200	1861200	Somebody who voted,
1861200	1868200	what's your reason for making the choice that you made?
1868200	1870200	Did you want a third choice?
1870200	1873200	Who wanted a third choice?
1873200	1877200	Okay, a decent number of people wanted a third choice.
1877200	1882200	Somebody back up your claim, whether it's A, B, or C.
1882200	1890200	Why?
1890200	1903200	Yeah.
1903200	1904200	Yeah, sure.
1904200	1907200	So one thing that we can do is we can actually solve it.
1907200	1910200	If we take the first approach, the inner term,
1910200	1913200	we pass z in for y.
1913200	1915200	That reduces to z.
1915200	1917200	Then we pass that into lambda x dot x,
1917200	1919200	so that reduces to z.
1919200	1921200	If we do it the other way,
1921200	1925200	we'll pass lambda y dot yz into x,
1925200	1927200	which gives us lambda y dot yz,
1927200	1930200	which, when we reduce that one, also gives us z.
1930200	1933200	They gave us the same thing either way.
1933200	1938200	So does that mean that it doesn't matter?
1938200	1940200	I'm seeing some nods.
1940200	1941200	Yeah, I'm with you.
1941200	1942200	It doesn't matter.
1942200	1944200	They both reduce to z.
1944200	1945200	We got the same thing.
1945200	1950200	This is formally proved that all expressions
1950200	1953200	will reduce to the same thing
1953200	1962200	so long as they reduce to the same thing.
1963200	1967200	More formally, if you reduce to a normal form,
1967200	1977200	it doesn't matter what order you do your reductions in.
1977200	1978200	Okay.
1978200	1983200	So does that mean the reduction order doesn't matter?
1983200	1984200	Yeah.
1984200	1995200	All right.
1995200	1998200	We have a vote for no.
1998200	2000200	Anybody else vote for no?
2000200	2001200	Oh, wait.
2001200	2002200	That was a...
2002200	2004200	Does it mean the reduction order...
2004200	2007200	That was a vote for yes, it does matter.
2007200	2011200	Who else votes for yes, it does matter?
2011200	2014200	Who votes for no, it doesn't matter?
2014200	2016200	Okay, we actually have a little bit of split.
2016200	2018200	I do want you...
2018200	2020200	I'll give you the answer.
2020200	2021200	It does matter.
2021200	2024200	No, it doesn't not matter.
2024200	2025200	I don't know.
2025200	2027200	It does matter.
2027200	2028200	Why?
2028200	2029200	You have an idea.
2029200	2031200	Chat with the people next to you.
2031200	2035200	Try and come up with a program that it does matter for,
2035200	2038200	where you get a different result
2038200	2042200	depending on how you evaluate your code.
2042200	2043200	Chat with the people next to you.
2043200	2058200	I'll give you like two or three minutes.
2058200	2060200	I'm sorry to cut you off.
2060200	2062200	You clearly have the right idea.
2062200	2065200	I know the one, I just can't remember the exact formula.
2065200	2067200	It's like the Y combinator.
2067200	2068200	Yep, that's one.
2068200	2071200	Yep, we'll cover those in a minute though.
2097200	2110200	Okay, quieted down a bit.
2110200	2112200	Does anybody have a good program?
2112200	2122200	Something they want to try out?
2122200	2124200	Who's got an idea?
2124200	2126200	What can we try?
2126200	2135200	For a program where it matters, what order are we going?
2135200	2153200	You were pretty chatty 30 seconds ago.
2154200	2168200	Something like that?
2168200	2172200	Okay, how does evaluation order matter here?
2172200	2188200	Ah, so let's, we're going to do proper substitution.
2188200	2191200	So we will rename anything that we're supposed to rename.
2191200	2194200	But definitely true that if we aren't doing proper substitution,
2195200	2205200	we could get different results one way or the other.
2205200	2209200	Any other ideas?
2209200	2210200	Yeah.
2210200	2226200	Yep.
2226200	2230200	Yeah, so I like where you're starting here.
2230200	2234200	The theorem there says, if you reduce to a normal form.
2234200	2238200	So our goal is going to be trying to construct a function
2238200	2241200	which is not reduced to a normal form.
2241200	2243200	Not quite sure what you mean by the input-output though.
2243200	2256200	What's, like, where they're independent?
2256200	2258200	Won't that do what you're saying?
2258200	2261200	But this actually is a normal form.
2261200	2264200	Okay, so I think it's, to be honest,
2264200	2267200	I wasn't fully expecting anyone to come up with an answer.
2267200	2269200	But it's because it's kind of mind-boggling
2269200	2272200	how you could come up with something
2272200	2275200	that doesn't reduce to a normal form.
2275200	2280200	So let's chat about a program that does this.
2280200	2283200	The program is called Omega.
2283200	2288200	And Omega is defined as an application of two expressions.
2288200	2292200	You have the left-hand side, lambda x dot xx.
2292200	2297200	And the right-hand side, lambda x dot xx.
2297200	2308200	So what would be our first step in reducing this?
2308200	2311200	Yeah.
2311200	2313200	Sure, let's do an alpha rename.
2313200	2319200	So we have lambda x, xx.
2319200	2321200	What do you want to rename?
2321200	2325200	I would basically give, I would number them 1, 2, 4.
2325200	2328200	Ah, 1, 2, 3, 4.
2328200	2329200	Yes.
2329200	2334200	Can we do that?
2334200	2338200	Which x is this bound by?
2338200	2339200	The first x.
2339200	2340200	The first x.
2340200	2341200	Which x is this bound by?
2341200	2342200	The first.
2342200	2343200	Also the first one.
2343200	2345200	So are these two x's the same?
2345200	2346200	Yes.
2346200	2347200	Yes.
2347200	2351200	So we could rename these, but they have to be called the same thing.
2351200	2352200	Yeah.
2352200	2355200	So we could call this one x1, x1, x1.
2355200	2358200	This one x2, x2, x2.
2358200	2359200	Sure.
2359200	2371200	Now what do we want to do?
2371200	2372200	Beta reduce.
2372200	2386200	What does beta look like?
2386200	2392200	Yeah, so x1 is the parameter name where x1 is equal to this whole thing.
2392200	2395200	So we will get x1, x1.
2395200	2398200	That's our inner expression.
2399200	2409200	x1 is equal to lambda x2 dot x2 x2.
2409200	2423200	How do we simplify this?
2423200	2424200	Yeah.
2424200	2425200	Go back to where we started?
2425200	2427200	We go back to where we started.
2427200	2433200	Because x1 and x1 become lambda x2 dot x2 x2.
2433200	2437200	Which we're back to the alpha renaming step again.
2437200	2442200	Exactly.
2442200	2452200	So if we replace this x1 with what x1 is, and we replace that x1 with what x1 is, what we end up with is this expression here.
2452200	2463200	Which if we alpha rename, removing these numbers, is lambda x dot xx applied to lambda x dot xx.
2463200	2469200	Which is precisely where we started.
2469200	2477200	So if we simplify this, we end up back at omega.
2477200	2480200	That means omega has no normal form.
2480200	2489200	If you can beta reduce it as much as you want, you'll never end up done.
2489200	2497200	So when we return to this question of does evaluation order matter, what if we had a function that ignores the input?
2497200	2500200	And this is kind of what you were getting at, I feel like.
2500200	2503200	Where we can just toss away the input.
2503200	2505200	Lambda x dot y.
2505200	2512200	What happens if we have lambda x dot y where the parameter is omega?
2512200	2519200	What options do we have for reducing this expression here?
2520200	2538200	What's one option that we have?
2538200	2543200	Yeah.
2543200	2549200	We could pass omega in for x and then return the result, which is y.
2549200	2550200	We know the value.
2550200	2551200	We're done.
2551200	2553200	Y is the result.
2553200	2556200	So we could return y.
2556200	2558200	What else could we do?
2558200	2560200	What's a different way of simplifying this problem?
2560200	2564200	Yeah.
2564200	2565200	Right.
2565200	2566200	We could try and reduce omega.
2566200	2569200	We could take a beta reduction on omega.
2569200	2575200	What would that look like?
2575200	2577200	We'll get the same thing.
2577200	2581200	Reducing omega gives you omega back.
2581200	2584200	OK, so now we're here.
2584200	2589200	What could we do?
2589200	2592200	What options do we have?
2592200	2594200	The same thing.
2594200	2601200	Once again, return y by passing omega in for x, and then ignoring x and returning y.
2601200	2605200	Or we could try and reduce it again, and again, and again, and again.
2605200	2607200	At each stage, we have a choice to make.
2607200	2613200	If you're familiar with non-determinism in Turing machines, this might look pretty familiar.
2613200	2621200	Where it's like we could take that jump, or we could just stay where we are and kind of sit doing nothing with our epsilon.
2622200	2627200	So, does it matter?
2627200	2628200	Yes.
2628200	2631200	Does it not matter?
2631200	2632200	No.
2632200	2634200	It does matter.
2634200	2636200	But it only matters sometimes.
2636200	2640200	And most of the time, we can say whatever.
2640200	2644200	Sometimes, in lambda calc, we have to be pretty precise.
2644200	2647200	So we can come up with a few different strategies.
2648200	2652200	The first of which is called call by value.
2652200	2657200	This is JavaScript's and most languages' approach.
2657200	2662200	Where we have a function application, E1, E2.
2662200	2666200	What we will do is first reduce the function.
2666200	2669200	Then reduce the arguments.
2669200	2671200	Then apply.
2671200	2682200	So, any time you're doing a function application, you simplify both sides before applying the actual function call.
2682200	2691200	We can think of this as...
2691200	2700200	If we have JavaScript goes to X plus 3, whatever.
2700200	2702200	So, we have some function.
2702200	2707200	And we're going to call it with 3 plus 4.
2707200	2711200	We will simplify our function, which we can't do.
2711200	2713200	There's no simplification to be made.
2713200	2715200	Then we simplify the arguments.
2715200	2718200	And we figure out that this is 7.
2718200	2723200	Then we pass 7 in for X.
2723200	2729200	We could instead pass the expression 3 plus 4 in for X.
2729200	2731200	We would get the same thing here.
2731200	2733200	But that's a different route that we could take.
2733200	2736200	JavaScript says reduce the arguments.
2736200	2738200	Then apply.
2738200	2741200	So, if we...
2741200	2744200	You know, like, following that, we simplify the red.
2744200	2746200	Then we simplify the blue.
2746200	2751200	Then we apply the thing.
2751200	2754200	So, if we look at this JavaScript function.
2755200	2759200	X goes to 33 with this parameter as input.
2759200	2767200	What are we going to get as our result?
2767200	2779200	You have to turn on your visual debugger.
2779200	2785200	What do we get?
2785200	2788200	Who's got an idea?
2788200	2789200	One person.
2789200	2791200	Chat with somebody next to you.
2791200	2792200	Figure out.
2792200	2802200	What does this give us?
2823200	2829200	How many of you said this?
2829200	2833200	Range error maximum call stack exceeded.
2833200	2834200	Why?
2834200	2836200	What happened here?
2836200	2838200	Where did we go wrong?
2838200	2844200	Yeah?
2844200	2845200	Exactly.
2845200	2846200	No, no, no.
2846200	2850200	So, we're trying to reduce the right-hand side value in blue.
2850200	2852200	And this is a recursive function.
2852200	2856200	What is this function?
2856200	2858200	What's another name for the blue part?
2858200	2859200	Yeah.
2859200	2861200	Omega.
2861200	2863200	That's what we just saw.
2863200	2865200	In lambda calculus.
2865200	2866200	That's omega.
2866200	2870200	In JavaScript.
2870200	2873200	Yeah, so it's not gonna work.
2873200	2876200	What if we wanted it to work?
2876200	2882200	Haskell, which we will start studying soon, takes a different approach.
2882200	2885200	That's more similar to call by name.
2885200	2888200	Where what we do is we reduce the function.
2888200	2891200	And then we apply.
2891200	2899200	The only thing that's different than call by value is that we aren't reducing the argument.
2899200	2901200	You don't reduce the argument ever.
2901200	2903200	You only ever reduce the function.
2904200	2910200	And what that means is we will only use a value if it's being used.
2910200	2918200	To go to our example over here, which was bad JavaScript.
2918200	2930200	If we have a function X goes to 3, and we pass in 3 plus 4, but we aren't using X, why would you evaluate 3 plus 4?
2930200	2932200	We didn't need that.
2932200	2935200	Wasted computation.
2935200	2938200	Ice caps are melting and all that, you know?
2938200	2941200	This 3 plus 4 is the fault.
2941200	2945200	So we can just toss it out instead because it's never used.
2945200	2950200	Never evaluate something if it's not gonna be used.
2950200	2956200	So this is your first, for some of you, your first time ever seeing Haskell.
2956200	2960200	But it looks surprisingly similar to lambda calculus.
2960200	2971200	Where we have lambda X dot 33, lambda X dot XX, lambda X dot XX.
2971200	2974200	What will this program evaluate to?
2974200	2978200	If you know nothing about Haskell except for what I've just said up above.
2978200	2979200	Yeah?
2979200	2980200	33.
2980200	2989200	Because we don't use our parameter X, this piece here being omega, we'll never reduce omega.
2989200	2999200	Which means we'll never try to go into this infinite loop, and we'll end up with the value 33.
2999200	3003200	Now you guys know Haskell.
3003200	3005200	That wasn't so hard.
3005200	3006200	All right.
3006200	3007200	Questions?
3007200	3009200	Is there any of this?
3009200	3010200	Yeah.
3010200	3011200	No.
3011200	3012200	That's...
3012200	3013200	Yeah?
3013200	3014200	Yeah.
3014200	3015200	No.
3015200	3029640	So it'll do the beta reduction to pass this all in for X.
3029640	3032040	And then it won't need to use X.
3032040	3035360	So it will never evaluate that state.
