start	end	text
1916720	1919560	So long as you're applying the rules correctly.
1919560	1923520	If you try and turn, like, the whole...
1923520	1929240	Like this piece here into an expression, that's, like, cheating.
1929240	1930900	It doesn't work in the language.
1930900	1933080	So you'll get a different answer.
1933080	1937760	But so long as you apply valid rules from the language, you'll always end up in the
1937760	1940880	same place.
1940880	1965320	Little bit of an asterisk there that we'll cover at the end of the next lecture.
1965320	1972720	So importantly, we can't go back up any way that we want.
1972720	1979280	Once we have created our system here, we're actually storing more information than I've
1979280	1980520	written.
1980520	1987640	For example, we would say this step here works so long as...
1987640	1989020	Where can I write this?
1989020	1994980	So long as E is equal to X plus 2.
1994980	1996340	Or 2 plus X.
1996340	2001540	And then we can take this next step so long as E1 is equal to...
2001540	2004820	Oh, I guess that's what we've said here.
2004820	2006460	So E1 equals that.
2006460	2010840	And then E2 is equal to 5.
2010840	2018500	And then we can take this next step so long as E3 is equal to lambdaX.E1, et cetera.
2018500	2023300	So we're encoding that transformation in this backwards process.
2023300	2027780	But that's not super important towards the class.
2027780	2034380	It's just that that is the way that we're doing it.
2034380	2035380	That's brilliant.
2035380	2036380	All right.
2036380	2037380	Thank you.
2037380	2038380	Thank you for that note.
2038380	2046380	We will use this for the next stuff on the board.
2046380	2048860	Other questions?
2048860	2051220	Okay.
2051220	2058280	Then try and do this same backwards process that we've done on the second example.
2058280	2063540	On this third one, feel free to chat with someone next to you to figure it out.
2063540	2065740	But try and get all the way back to sum E.
2155740	2164740	All right.
2164740	2168700	Let's put it together as a class.
2168700	2172400	I've got the expression up here.
2172400	2173620	Let's go backwards.
2173620	2177380	What's one first step that we could take?
2177380	2182420	Yeah.
2182420	2187900	We can turn this X plus 1 into an E1, let's say.
2187900	2188900	LambdaX.E1.
2188900	2189900	Okay.
2189900	2193260	And then we keep everything else.
2193260	2196460	Cool.
2196460	2204220	What's another step that we could take from here?
2204220	2206860	We could turn the 3 into an E. Yeah.
2206860	2207860	Sure.
2207860	2210020	So here we kind of elided that step.
2210020	2213900	We turned our X plus 1 all into an E. That's fine.
2213900	2217000	We can do the same...
2217000	2221100	Over here, I guess we're going to just do the 3, and that's okay.
2221100	2230220	So F of E2, lambdaX.E1.
2230220	2231220	What else can we do?
2231220	2232220	Yeah.
2232220	2233220	Behind you.
2233220	2234220	Sorry.
2234220	2235220	FE2 into E4.
2235220	2236220	Yeah.
2236220	2237220	We can totally turn that into E4.
2237220	2238220	Cool.
2238220	2239220	All right.
2239220	2240220	So that's good.
2240220	2241220	We're good.
2241220	2242220	We're good.
2242220	2243220	That's fine.
2243220	2244220	We can do that.
2244220	2245220	All right.
2245220	2246220	So let's...
2246220	2247220	We can do a class.
2247220	2248220	That's fine.
2248220	2249220	We're good.
2249220	2250220	Let's go back.
2250220	2251220	What else can we do?
2251220	2252220	Yeah.
2252220	2253220	Oh.
2253220	2254220	Behind you.
2254220	2255220	Sorry.
2255220	2256220	FE2 into E4.
2256220	2258580	Yeah.
2258580	2264140	We can totally turn that into E4, E3.
2264140	2265140	And then...
2265140	2266140	Yeah.
2266140	2267140	One from here.
2267140	2268140	Yep.
2268140	2273980	Turn that into E5, E3.
2273980	2275740	And finally...
2275740	2280620	You guys in the back probably can't see all the way down anymore, but...
2280620	2282700	Turn the last thing into E6.
2282700	2284280	Why not?
2284280	2293800	So we're able to go from this complicated expression, step by step, into a simple E6.
2293800	2296320	And each of these E's has a different value.
2296320	2301400	We've given it some number or some meaning inside of there.
2301400	2305240	But we can forget about that at this point.
2305240	2311880	The point is we were able to get down to E, which means we have a valid program.
2311880	2318320	This is exactly the process that your IDE takes every time it gives you a redline squiggle.
2318320	2321080	And it says, hey, your code is bad.
2321080	2324040	You forgot to write int at the start of this line.
2324040	2325680	Or you forgot the semicolon.
2325680	2330160	It's going through this process constantly, trying to figure out where do you fail to
2330160	2332640	parse your code?
2332640	2336600	That's an error.
2336600	2341880	Same exact process in a more complicated language.
2341880	2345600	Okay.
2345600	2353040	If we wanted to write that one as JavaScript, it might look something like this.
2353040	2360520	The first part of your homework is converting JavaScript into lambda calculus.
2360520	2366640	And then the second part is lambda calculus into JavaScript.
2366640	2374820	So if we wanted to turn a function in JavaScript into lambda calculus, for example, function
2374820	2385880	composition, what would function composition look like in JavaScript?
2385880	2393760	So this is a function where we're applying f of f of x.
2393760	2398060	F of x, instead of fog x.
2398060	2401920	What would this look like?
2401920	2404920	Yeah?
2404920	2420820	Yeah, so the main function body is going to be f of f of x.
2420820	2423600	But we're defining a function to do this.
2423600	2432160	So we might have some sort of x goes to this result.
2432160	2436840	It's a function that takes x and applies f of f of x to it.
2436840	2445000	Or we might go a step further and say it's a function that takes a function f and a value
2445000	2451720	x and then applies f of f of x.
2451720	2454200	That's probably how I would write it in JavaScript.
2454200	2457280	Let's see if that's what I wrote over here.
2457280	2458960	Yes.
2458960	2467040	Basically the same, but I've separated out the parameters.
2467040	2470120	Questions on this composition function?
2470120	2473920	Before we take it a step further?
2473920	2475920	Okay.
2475920	2477920	So...
2477920	2480920	Oh, yeah.
2480920	2499760	That's primarily a preference thing.
2499760	2500760	Yeah.
2500760	2501760	No.
2501760	2508440	No, like, performance or readability for general people, I would assume.
2508440	2512000	Some people prefer one way, some would prefer another.
2512000	2513480	In some cases it matters.
2513480	2516160	But we can talk about that later.
2516160	2517800	All right.
2517800	2522880	So then let's use this function.
2522880	2530600	So the inner part here from f up to these parentheses is the same function that we've
2530600	2532040	written already.
2532040	2535360	But now we're calling it with two parameters.
2535360	2541560	We're calling it with a function that takes in a variable x and returns x plus 1.
2541560	2545400	And we're calling it with the number 4.
2545400	2549800	Right off the bat, what would you assume this program is going to output?
2549800	2554760	What's the return value of this final thing?
2554760	2557340	6, right?
2557340	2561280	We're going to call x plus 1 on 4 twice.
2561280	2566720	So we get 4 plus 1 is 5, plus 1 is 6.
2566720	2567720	Okay.
2567720	2573280	So this is how we would write and then use function composition.
2573280	2575720	In JavaScript.
2575720	2580120	Let's do it in lambda calculus.
2580120	2588400	Here we've seen this, like, application before, where we're passing things in.
2588400	2590300	I guess we've done that over here.
2590300	2594560	But the 5 is the argument.
2594560	2613140	So what this would look like is something like lambda f dot lambda x dot f of f of x.
2613140	2626380	And what we've done, if we look at it as a transformation, I guess I've put in these
2626380	2627380	extra parentheses.
2627380	2631300	We don't need to.
2631300	2637900	In JavaScript, we had our parameters on the left-hand side of this equal sign.
2637900	2646140	In lambda calc, we have our parameters, x and f, on the left-hand side of these periods.
2646140	2648340	Of the DOM.
2648340	2652000	So x and f are our parameters.
2652000	2656460	And our return is f of f of x.
2656460	2659340	Which is f of f of x.
2659340	2665460	And we could, if we wanted to, put in these extra parentheses, just to make it look more
2665460	2666460	similar.
2666460	2670900	But that would be kind of anti-lambda calc-y.
2670900	2677620	So we'll write it like that much more often.
2677620	2683200	Okay.
2683200	2690500	If we wanted to then pass in our parameters, lambda x dot� or x goes to x plus 1 and
2690500	2696180	4, that would look something like this.
2696180	2704700	Where we're turning our x goes to x plus 1 function into lambda x dot x plus 1.
2704700	2709700	Once again, notice the x, the parameter on the left-hand side of the equals corresponds
2709700	2712500	to the x before the period.
2712500	2716940	The right-hand side corresponds to the right-hand side.
2716940	2736980	4 is 4.
2736980	2740140	We're gonna keep going and see a lot more examples of this.
2740140	2743820	So if it's feeling confusing, that's totally fine.
2743820	2746760	That's very much expected, even.
2747580	2750960	It will get less confusing the more that we look at it.
2750960	2752960	Okay.
2752960	2759800	And one way that we're gonna do this is just by doing a little, like, figure out is this
2759800	2762440	valid, is this not?
2762440	2770880	So if we had a term, lambda x plus y dot 3, is that valid?
2770880	2773440	Give it a second of thought.
2773440	2781840	You can try and go backwards from the final expression to an E, as we've done over here.
2781840	2784180	If you get to E, then you're good.
2784180	2786680	If you don't get to E, then you're bad.
2786680	2790960	Like, I mean, the program is bad, not you.
2790960	2791960	You guys are great.
2791960	2794760	Thanks for showing up to class.
2794760	2799760	But try and figure out, yes or no, is this valid?
2799760	2800760	Okay.
2800760	2801760	So let's do this.
2801760	2802760	So let's do this.
2802760	2803760	Okay.
2803760	2804760	So let's do this.
2804760	2805760	So let's do this.
2805760	2829320	Okay.
2829320	2833800	How many people are voting yes, valid term?
2833840	2836440	How many people are voting no, not a valid term?
2836440	2837440	All right.
2837440	2838800	The nos have it.
2838800	2840200	Why is it not valid?
2840200	2841800	What's the problem here?
2841800	2849120	Yeah, in the back.
2849120	2850120	That's exactly right.
2850120	2853720	So we have x plus y on the left-hand side of that dot.
2853720	2862120	We have a rule that allows us to use lambda x dot E, but we can't turn x plus y into x.
2862240	2867360	We could turn x plus y into E, into another expression, but that's not valid.
2867360	2869560	That's not one of our production rules.
2869560	2872920	So yep, not valid here.
2872920	2884720	What about lambda x dot 3?
2884720	2887360	How many people say yes, valid?
2887360	2888600	No, not valid.
2888600	2890000	All right.
2890000	2891620	Yes, valid.
2891620	2898180	We can turn 3 into E1, and then lambda x dot E1, we just use that second rule to turn
2898180	2900300	it back into E. Great.
2900300	2904260	What about lambda x x of x?
2904260	2907580	Valid, not valid?
2907580	2911060	How many people say valid?
2911060	2912620	How many people say not valid?
2912620	2913980	All right.
2913980	2915740	A majority of valid.
